,Unnamed: 0,PropertyID,SaleDollarCnt,TransDate,censusblockgroup,ZoneCodeCounty,Usecode,BedroomCnt,BathroomCnt,FinishedSquareFeet,GarageSquareFeet,LotSizeSquareFeet,StoryCnt,BuiltYear,ViewType,Latitude,Longitude,BGMedHomeValue,BGMedRent,BGMedYearBuilt,BGPctOwn,BGPctVacant,BGMedIncome,BGPctKids,BGMedAge,TransYear,TransMonth,TransDay,BlockGroup,Block
10821,10821,96645678,580000.0,8/11/2015,530000000000.0,MU,9,4.0,3.0,2530.0,530.0,3600,2,2010.0,0,47516559,-121881568,431300.0,1701.0,,0.762,0.0512,123675,0.6391,32.9,2015,8,11,530330326023,530330326023052.0
10822,10822,96645720,770000.0,9/26/2015,530000000000.0,R12,9,3.0,2.5,2450.0,410.0,3969,2,2004.0,0,47664011,-122083352,634600.0,,2005.0,1.0,0.0,204167,0.9341,30.8,2015,9,26,530330323133,530330323133007.0
10823,10823,96645917,275000.0,4/25/2015,530000000000.0,PUD,9,3.0,3.0,1740.0,420.0,5757,1,2010.0,0,47194090,-121978708,290200.0,735.0,1981.0,0.6496,0.013,77750,0.3153,36.5,2015,4,25,530330315023,530330315023022.0
10824,10824,96645988,659000.0,4/18/2015,530000000000.0,LR2,9,3.0,2.5,1960.0,510.0,2267,2,2015.0,0,47563753,-122291554,263400.0,691.0,1995.0,0.3391,0.0542,26992,0.1237,50.6,2015,4,18,530330101004,530330101004022.0
10825,10825,96646135,426101.0,8/22/2015,530000000000.0,SR4.5,9,3.0,3.0,2880.0,610.0,5700,2,2011.0,0,47375258,-122160444,400800.0,,1978.0,0.9023,0.0,134167,0.1635,48.7,2015,8,22,530330317035,530330317035014.0
10826,10826,96646166,449950.0,7/25/2015,530000000000.0,SF 5000,9,3.0,3.0,1860.0,440.0,2875,2,2009.0,0,47550987,-122373569,324500.0,1675.0,1981.0,0.5828,0.0,77382,0.2308,34.0,2015,7,25,530330107021,530330107021003.0
10827,10827,96646172,379990.0,9/1/2015,530000000000.0,SR3,9,4.0,3.0,2156.0,422.0,3920,2,2012.0,0,47341533,-122179316,342300.0,,2001.0,0.9744,0.0509,71840,0.4732,35.6,2015,9,1,530330296022,530330296022015.0
10828,10828,96646231,328000.0,5/15/2015,530000000000.0,PUD,9,3.0,2.5,2242.0,391.0,4800,2,2013.0,0,47257941,-122199616,302400.0,,1994.0,1.0,0.0908,104899,0.4023,43.3,2015,5,15,530330310001,530330310001017.0
10829,10829,96646403,318950.0,5/29/2015,530000000000.0,SR3,9,4.0,3.0,2267.0,480.0,3924,2,2013.0,0,47339035,-122179915,342300.0,,2001.0,0.9744,0.0509,71840,0.4732,35.6,2015,5,29,530330296022,530330296022015.0
10830,10830,96646411,412000.0,7/28/2015,530000000000.0,SR4.5,9,4.0,2.5,2770.0,460.0,7247,2,2011.0,0,47375436,-122161153,400800.0,,1978.0,0.9023,0.0,134167,0.1635,48.7,2015,7,28,530330317035,530330317035014.0
10831,10831,96646705,780000.0,5/22/2015,530000000000.0,R6,9,6.0,3.0,3400.0,440.0,6609,2,2015.0,0,47541553,-122187739,406700.0,1398.0,1995.0,0.9044,0.0591,91563,0.0,57.1,2015,5,22,530330247025,530330247025000.0
10832,10832,96646895,350000.0,9/10/2015,530000000000.0,LDR,9,4.0,2.5,2040.0,100.0,7323,1,2015.0,0,47478269,-122270343,290100.0,802.0,1972.0,0.4267,0.0551,65282,0.1633,44.4,2015,9,10,530330262002,530330262002000.0
10833,10833,96647013,590000.0,4/11/2015,530000000000.0,SF 5000,9,3.0,2.5,1710.0,0.0,2875,2,2006.0,0,47578709,-122391631,418400.0,1670.0,1950.0,0.848,0.0839,138208,0.4912,40.5,2015,4,11,530330097021,530330097021010.0
10834,10834,96647103,358000.0,5/12/2015,530000000000.0,SR6,9,3.0,3.0,2026.0,614.0,7611,2,2010.0,0,47373271,-122162011,400800.0,,1978.0,0.9023,0.0,134167,0.1635,48.7,2015,5,12,530330317035,530330317035014.0
10835,10835,96647736,239950.0,4/4/2015,530000000000.0,R4,9,3.0,1.75,1600.0,0.0,4888,1,2006.0,0,47383035,-122096781,281200.0,,1985.0,0.9432,0.1366,105069,0.3996,34.7,2015,4,4,530330317053,530330317053008.0
10836,10836,96647877,935000.0,7/1/2015,530000000000.0,RA5,9,3.0,2.5,2540.0,870.0,219978,1,2011.0,0,47705677,-121920028,374500.0,,1983.0,0.9348,0.0945,62935,0.3783,38.4,2015,7,1,530330324024,530330324024000.0
10837,10837,96648092,1325000.0,6/5/2015,530000000000.0,RSX 35,9,4.0,3.5,3340.0,850.0,24708,2,2014.0,79,47662018,-122160123,190200.0,879.0,1972.0,0.6384,0.1308,53125,0.1263,38.5,2015,6,5,530330226062,530330226062005.0
10838,10838,96648097,355000.0,7/25/2015,530000000000.0,R4P,9,4.0,3.0,2350.0,460.0,5000,2,2010.0,0,47335872,-122052108,325600.0,,1997.0,0.9721,0.0,113500,0.439,36.4,2015,7,25,530330316011,530330316011000.0
10839,10839,96648107,700000.0,6/26/2015,530000000000.0,MU,9,4.0,3.5,3510.0,400.0,5000,2,2010.0,0,47516773,-121870788,396900.0,820.0,2003.0,0.8697,0.0264,104665,0.5613,34.5,2015,6,26,530330326021,530330326021014.0
10840,10840,96648120,1050000.0,4/29/2015,530000000000.0,SFS,9,4.0,4.0,2930.0,530.0,25020,2,2013.0,0,47551342,-122022941,471500.0,1521.0,2004.0,0.5799,0.0882,111008,0.4208,33.0,2015,4,29,530330322103,530330322103039.0
10841,10841,96648209,570000.0,9/24/2015,530000000000.0,MU,9,3.0,2.5,2620.0,520.0,5866,2,2013.0,0,47515958,-121871676,396900.0,820.0,2003.0,0.8697,0.0264,104665,0.5613,34.5,2015,9,24,530330326021,530330326021022.0
10842,10842,96648289,500000.0,5/27/2015,530000000000.0,MU,9,3.0,2.75,2200.0,380.0,7023,2,2011.0,0,47515801,-121869281,396900.0,820.0,2003.0,0.8697,0.0264,104665,0.5613,34.5,2015,5,27,530330326021,530330326021014.0
10843,10843,96648326,331000.0,7/31/2015,530000000000.0,UR,9,3.0,2.5,1528.0,400.0,15688,2,2006.0,0,47657132,-121911190,383000.0,875.0,1991.0,0.8648,0.1232,86759,0.3915,43.0,2015,7,31,530330325004,530330325004060.0
10844,10844,96648596,504000.0,9/12/2015,530000000000.0,R8,9,3.0,2.5,2680.0,430.0,4500,2,2009.0,0,47495537,-122149858,440000.0,2001.0,2003.0,0.8234,0.0415,113447,0.6117,32.6,2015,9,12,530330251023,530330251023023.0
10845,10845,96648759,745000.0,6/30/2015,530000000000.0,R6,9,4.0,2.5,3280.0,620.0,8773,2,2004.0,0,47739463,-122173844,417100.0,1334.0,1992.0,0.9066,0.0629,119730,0.3711,40.1,2015,6,30,530330219061,530330219061029.0
10846,10846,96649130,374000.0,4/10/2015,530000000000.0,SR6,9,3.0,3.0,2185.0,513.0,6042,2,2009.0,0,47357324,-122201794,290800.0,828.0,1985.0,0.5218,0.0,47454,0.3446,41.3,2015,4,10,530330297002,530330297002026.0
10847,10847,96649468,334950.0,6/12/2015,530000000000.0,PUD,9,4.0,2.5,2477.0,504.0,5278,2,2010.0,0,47351108,-122212028,124500.0,869.0,1987.0,0.7138,0.1,45313,0.3591,32.2,2015,6,12,530330305032,530330305032005.0
10848,10848,96649811,2500000.0,4/1/2015,530000000000.0,R20A,9,4.0,4.0,3610.0,210.0,10091,2,2014.0,82,47638378,-122229694,1000001.0,2001.0,1975.0,0.8938,0.1185,163056,0.4219,45.6,2015,4,1,530330241002,530330241002004.0
10849,10849,96649895,380000.0,7/1/2015,530000000000.0,R4,9,4.0,3.25,2630.0,460.0,3886,2,2006.0,0,47425580,-122214466,336100.0,1186.0,1992.0,0.6595,0.0,85774,0.3763,41.1,2015,7,1,530330293051,530330293051000.0
10850,10850,96650226,1455450.0,7/3/2015,530000000000.0,R1.8,9,4.0,4.0,4300.0,790.0,12361,2,2014.0,0,47537346,-122112184,539700.0,,2001.0,0.9027,0.0688,153281,0.644,35.4,2015,7,3,530330250061,530330250061010.0
10851,10851,96650681,282000.0,7/31/2015,530000000000.0,R8,9,3.0,2.25,1450.0,380.0,3770,2,2010.0,0,47365433,-122019528,307000.0,,1995.0,0.9114,0.0357,104961,0.4283,34.1,2015,7,31,530330320104,530330320104005.0
10852,10852,96650940,855005.0,5/15/2015,530000000000.0,R7.2,9,4.0,2.5,3449.0,1350.0,10814,2,2015.0,82,47437814,-122342956,445500.0,1515.0,1964.0,0.8782,0.0,103000,0.3526,50.6,2015,5,15,530330286003,530330286003000.0
10853,10853,96651037,608500.0,5/6/2015,530000000000.0,R8,9,4.0,3.5,2850.0,420.0,5577,2,2014.0,0,47525057,-122191565,458200.0,1438.0,1989.0,0.7821,0.0167,101793,0.3341,39.0,2015,5,6,530330247021,530330247021014.0
10854,10854,96651440,355000.0,6/13/2015,530000000000.0,R8,9,3.0,2.5,2020.0,410.0,3900,2,2012.0,0,47366112,-122017915,307000.0,,1995.0,0.9114,0.0357,104961,0.4283,34.1,2015,6,13,530330320104,530330320104016.0
10855,10855,96651459,867550.0,4/16/2015,530000000000.0,R4,9,5.0,4.0,3840.0,400.0,16320,2,2014.0,0,47613315,-122059844,462600.0,,1980.0,0.9025,0.0639,93674,0.5517,41.9,2015,4,16,530330322034,530330322034009.0
10856,10856,96651572,675000.0,4/17/2015,530000000000.0,MU,9,4.0,4.0,3170.0,600.0,5500,2,2010.0,0,47516746,-121883911,431300.0,1701.0,,0.762,0.0512,123675,0.6391,32.9,2015,4,17,530330326023,530330326023052.0
10857,10857,96651610,345000.0,9/23/2015,530000000000.0,SR6,9,4.0,2.5,2048.0,408.0,5404,2,2011.0,0,47409137,-122190528,238600.0,915.0,1984.0,0.3805,0.033,51384,0.4159,31.2,2015,9,23,530330294033,530330294033005.0
10858,10858,96652234,633858.0,7/18/2015,530000000000.0,MU,9,3.0,3.0,3110.0,520.0,5100,2,2015.0,0,47519522,-121876718,396900.0,820.0,2003.0,0.8697,0.0264,104665,0.5613,34.5,2015,7,18,530330326021,530330326021044.0
10859,10859,96652242,445000.0,9/19/2015,530000000000.0,SR3,9,4.0,3.0,2502.0,536.0,5349,2,2013.0,0,47341604,-122179227,342300.0,,2001.0,0.9744,0.0509,71840,0.4732,35.6,2015,9,19,530330296022,530330296022015.0
10860,10860,96652457,333950.0,6/11/2015,530000000000.0,SR3,9,3.0,2.5,1864.0,480.0,3869,2,2013.0,0,47339149,-122180145,342300.0,,2001.0,0.9744,0.0509,71840,0.4732,35.6,2015,6,11,530330296022,530330296022015.0
10861,10861,96652458,440000.0,7/2/2015,530000000000.0,SR3,9,4.0,3.0,2597.0,529.0,4900,2,2012.0,0,47341878,-122179529,342300.0,,2001.0,0.9744,0.0509,71840,0.4732,35.6,2015,7,2,530330296022,530330296022015.0
10862,10862,96652829,399000.0,9/19/2015,530000000000.0,SR6,9,4.0,3.0,2938.0,50.0,7454,1,2013.0,0,47405719,-122207756,415500.0,2001.0,1997.0,0.8495,0.0456,94602,0.5716,33.2,2015,9,19,530330292042,530330292042001.0
10863,10863,96652884,467000.0,5/16/2015,530000000000.0,R4,9,4.0,3.0,2860.0,420.0,71463,3,2015.0,0,47308235,-122011480,268300.0,839.0,1984.0,0.8898,0.069,55804,0.2244,50.7,2015,5,16,530330316033,530330316033042.0
10864,10864,96653415,359995.0,8/1/2015,530000000000.0,PUD,9,4.0,3.0,2623.0,412.0,5200,2,2013.0,0,47257671,-122198982,302400.0,,1994.0,1.0,0.0908,104899,0.4023,43.3,2015,8,1,530330310001,530330310001017.0
10865,10865,96653428,235500.0,8/27/2015,530000000000.0,RS 6,9,3.0,3.0,1650.0,530.0,6016,2,1990.0,0,47261272,-122245613,218700.0,819.0,1978.0,0.5204,0.0,49716,0.4135,32.3,2015,8,27,530330309021,530330309021011.0
10866,10866,96653430,435967.0,7/11/2015,530000000000.0,SR3,9,4.0,2.5,2787.0,462.0,5454,2,2014.0,0,47342855,-122180997,342300.0,,2001.0,0.9744,0.0509,71840,0.4732,35.6,2015,7,11,530330296022,530330296022015.0
10867,10867,96653661,487500.0,4/1/2015,530000000000.0,R4,9,4.0,2.5,2340.0,790.0,12080,2,1999.0,0,47732528,-121969182,372400.0,,1996.0,0.9604,0.0561,113912,0.5733,35.0,2015,4,1,530330324021,530330324021003.0
10868,10868,96653767,434950.0,6/17/2015,530000000000.0,SR6,9,4.0,2.5,3030.0,1014.0,49519,2,2015.0,0,47399593,-122208398,415500.0,2001.0,1997.0,0.8495,0.0456,94602,0.5716,33.2,2015,6,17,530330292042,530330292042003.0
10869,10869,96653939,675000.0,7/7/2015,530000000000.0,SF 7200,9,4.0,2.5,2600.0,500.0,7604,2,2015.0,0,47720535,-122310947,336600.0,868.0,1975.0,0.4678,0.0738,50258,0.1441,47.2,2015,7,7,530330002005,530330002005004.0
10870,10870,96653962,992000.0,6/30/2015,530000000000.0,R4,9,4.0,4.0,3380.0,720.0,8612,2,2011.0,0,47593656,-121977259,736300.0,,2002.0,0.985,0.0302,177829,0.7612,37.2,2015,6,30,530330322152,530330322152026.0
10871,10871,96654076,374999.0,5/30/2015,530000000000.0,R4,9,3.0,2.5,2620.0,460.0,6877,2,2010.0,0,47279122,-122295231,293900.0,1086.0,1982.0,0.8322,0.0,76250,0.3188,41.3,2015,5,30,530330304013,530330304013035.0
10872,10872,96654097,423950.0,6/19/2015,530000000000.0,SR6,9,5.0,2.75,2880.0,420.0,6498,2,2012.0,0,47352348,-122175453,313800.0,1181.0,1999.0,0.8488,0.0,84956,0.5956,27.8,2015,6,19,530330296023,530330296023001.0
10873,10873,96654194,380000.0,6/27/2015,530000000000.0,RS9.6,9,4.0,2.5,2380.0,530.0,7926,2,2010.0,0,47273668,-122346925,272300.0,1714.0,1991.0,0.9038,0.0545,78077,0.4808,35.6,2015,6,27,530330303041,530330303041014.0
10874,10874,96654274,1048000.0,4/15/2015,530000000000.0,RA5,9,4.0,2.75,3670.0,940.0,39600,2,2015.0,0,47509505,-122143226,319200.0,696.0,1972.0,0.7703,0.0,108636,0.3475,34.4,2015,4,15,530330251021,530330251021002.0
10875,10875,96654297,392137.0,4/1/2015,530000000000.0,URPSO,9,3.0,2.0,1460.0,220.0,3696,2,2010.0,0,47686089,-122012700,362400.0,1316.0,2005.0,0.5497,0.0971,105769,0.3532,36.2,2015,4,1,530330323292,530330323292050.0
10876,10876,96655036,650000.0,8/14/2015,530000000000.0,R4P,9,4.0,3.0,3130.0,620.0,10086,2,2012.0,0,47387583,-122026188,510800.0,2001.0,1986.0,0.8293,0.0,124205,0.3293,46.1,2015,8,14,530330320031,530330320031050.0
10877,10877,96655429,1150000.0,5/23/2015,530000000000.0,SFE,9,5.0,3.5,3920.0,800.0,24948,2,2014.0,78,47551767,-122031874,718800.0,1227.0,1997.0,0.4765,0.0938,86903,0.3165,33.0,2015,5,23,530330322084,530330322084007.0
10878,10878,96655611,402458.0,9/5/2015,530000000000.0,SR3,9,5.0,2.5,2795.0,500.0,4855,2,2014.0,0,47337443,-122181073,342300.0,,2001.0,0.9744,0.0509,71840,0.4732,35.6,2015,9,5,530330296022,530330296022014.0
10879,10879,96655709,474900.0,4/25/2015,530000000000.0,UL7200,9,4.0,3.0,2740.0,700.0,12675,2,2014.0,0,47476878,-122297076,230700.0,915.0,1961.0,0.7854,0.0342,54792,0.342,32.6,2015,4,25,530330273003,530330273003001.0
10880,10880,96656742,401000.0,6/4/2015,530000000000.0,R4,9,4.0,2.5,2310.0,730.0,4800,2,2012.0,0,47346275,-122022880,284600.0,1075.0,1996.0,0.8611,0.0371,101729,0.5776,32.3,2015,6,4,530330316041,530330316041026.0
10881,10881,96656859,587000.0,4/18/2015,530000000000.0,R6,9,4.0,2.5,2660.0,460.0,7000,2,2015.0,0,47740724,-122240676,410800.0,1466.0,1981.0,0.869,0.0,71364,0.4897,41.1,2015,4,18,530330221022,530330221022001.0
10882,10882,96656907,1112280.0,7/25/2015,530000000000.0,SF 5000,9,4.0,2.75,2940.0,0.0,6000,2,2013.0,0,47582538,-122295190,344700.0,478.0,1962.0,0.4659,0.0465,47321,0.2939,41.5,2015,7,25,530330095002,530330095002073.0
10883,10883,96657009,1858320.0,8/22/2015,530000000000.0,R3.5,9,4.0,5.0,4740.0,740.0,11630,2,2013.0,0,47633903,-122205055,743200.0,2001.0,1961.0,0.7408,0.0,147578,0.4026,35.8,2015,8,22,530330240002,530330240002013.0
10884,10884,96657175,391000.0,7/2/2015,530000000000.0,R4,9,4.0,2.5,2500.0,410.0,7641,2,2008.0,0,47344403,-122038464,284600.0,1075.0,1996.0,0.8611,0.0371,101729,0.5776,32.3,2015,7,2,530330316041,530330316041015.0
10885,10885,96657191,380000.0,5/9/2015,530000000000.0,R6,9,4.0,3.0,2110.0,660.0,5306,2,2012.0,0,47355884,-122057753,270100.0,1591.0,1996.0,0.7779,0.042,78910,0.2713,45.1,2015,5,9,530330320062,530330320062002.0
10886,10886,96657264,413000.0,6/20/2015,530000000000.0,R4,9,3.0,2.5,2130.0,500.0,6167,2,2010.0,0,47732616,-121975966,346800.0,1313.0,1989.0,0.7856,0.0,100362,0.4426,34.1,2015,6,20,530330324022,530330324022001.0
10887,10887,96657290,950000.0,7/1/2015,530000000000.0,SF 7200,9,4.0,3.0,2980.0,540.0,3618,2,2015.0,0,47717243,-122282045,520100.0,1082.0,1949.0,0.7156,0.0472,92188,0.2716,42.7,2015,7,1,530330009001,530330009001004.0
10888,10888,96657421,410000.0,8/6/2015,530000000000.0,R6,9,3.0,3.0,1710.0,580.0,6718,1,2012.0,0,47348589,-122043838,284600.0,1075.0,1996.0,0.8611,0.0371,101729,0.5776,32.3,2015,8,6,530330316041,530330316041003.0
10889,10889,96657571,295000.0,4/29/2015,530000000000.0,R4,9,3.0,2.0,1230.0,370.0,3405,1,2010.0,0,47437965,-122179448,346300.0,1206.0,1968.0,0.6867,0.0,80380,0.4047,37.3,2015,4,29,530330293041,530330293041000.0
10890,10890,96657818,679592.0,9/18/2015,530000000000.0,MU,9,3.615384615,3.065384615,3039.5,0.0,5872,2,2013.0,0,47519584,-121876774,396900.0,820.0,2003.0,0.8697,0.0264,104665,0.5613,34.5,2015,9,18,530330326021,530330326021044.0
10891,10891,96657967,409950.0,8/18/2015,530000000000.0,R4,9,4.0,3.0,2550.0,650.0,5572,2,2012.0,0,47346187,-122022493,284600.0,1075.0,1996.0,0.8611,0.0371,101729,0.5776,32.3,2015,8,18,530330316041,530330316041023.0
10892,10892,96658094,537000.0,5/6/2015,530000000000.0,R8,9,4.0,2.5,2600.0,750.0,6490,2,2005.0,0,47513888,-122192055,322700.0,1660.0,1991.0,0.7702,0.0,106023,0.2932,39.1,2015,5,6,530330252001,530330252001005.0
10893,10893,96658632,407500.0,6/2/2015,530000000000.0,R4,9,3.0,2.5,2140.0,540.0,4677,2,2013.0,0,47348503,-122043563,284600.0,1075.0,1996.0,0.8611,0.0371,101729,0.5776,32.3,2015,6,2,530330316041,530330316041003.0
10894,10894,96658852,399990.0,6/25/2015,530000000000.0,SR6,9,4.0,2.5,2650.0,560.0,5750,2,2012.0,0,47352094,-122174396,313800.0,1181.0,1999.0,0.8488,0.0,84956,0.5956,27.8,2015,6,25,530330296023,530330296023001.0
10895,10895,96658908,1200000.0,4/4/2015,530000000000.0,SF 5000,9,4.0,3.0,3180.0,560.0,4478,2,2014.0,0,47679815,-122362432,496700.0,1219.0,1939.0,0.6315,0.0715,95707,0.3166,34.2,2015,4,4,530330029002,530330029002017.0
10896,10896,96658977,285800.0,6/27/2015,530000000000.0,PUD,9,3.0,2.5,1608.0,340.0,4798,2,2012.0,0,47259265,-122200813,302400.0,,1994.0,1.0,0.0908,104899,0.4023,43.3,2015,6,27,530330310001,530330310001017.0
10897,10897,96659135,1022992.0,6/26/2015,530000000000.0,SF 5000,9,3.0,2.5,2830.0,420.0,5926,2,2015.0,0,47647975,-122407084,633100.0,,1949.0,0.9743,0.0571,141181,0.2807,49.0,2015,6,26,530330056001,530330056001017.0
10898,10898,96659235,724500.0,5/16/2015,530000000000.0,R8,9,3.0,3.25,3240.0,610.0,4185,2,2011.0,0,47579437,-122029810,694600.0,1681.0,1997.0,0.8008,0.1201,113333,0.415,41.1,2015,5,16,530330322085,530330322085000.0
10899,10899,96659990,760000.0,8/25/2015,530000000000.0,SF 5000,9,4.0,3.0,2620.0,310.0,4080,2,2014.0,0,47533725,-122380798,362800.0,951.0,1952.0,0.5315,0.0,50875,0.2028,41.8,2015,8,25,530330115003,530330115003010.0
10900,10900,96660572,420000.0,8/5/2015,530000000000.0,R6,9,4.0,3.0,1580.0,400.0,4667,2,2009.0,0,47761106,-122232848,416900.0,917.0,1996.0,0.8464,0.2129,117850,0.4747,30.9,2015,8,5,530330217002,530330217002015.0
10901,10901,96660662,317950.0,7/2/2015,530000000000.0,SR3,9,3.0,2.5,2056.0,480.0,3577,2,2015.0,0,47338168,-122180069,342300.0,,2001.0,0.9744,0.0509,71840,0.4732,35.6,2015,7,2,530330296022,530330296022015.0
10902,10902,96660688,469990.0,8/8/2015,530000000000.0,R8,9,4.0,2.75,2868.0,580.0,7496,2,2015.0,0,47457767,-122189270,228100.0,929.0,1975.0,0.6181,0.0568,60924,0.3059,37.3,2015,8,8,530330258053,530330258053017.0
10903,10903,96660961,359221.0,9/2/2015,530000000000.0,SR3,9,4.0,2.5,2210.0,462.0,4349,2,2014.0,0,47342257,-122180914,342300.0,,2001.0,0.9744,0.0509,71840,0.4732,35.6,2015,9,2,530330296022,530330296022015.0
10904,10904,96661230,730000.0,6/20/2015,530000000000.0,UVEV,9,3.0,2.5,2250.0,80.0,3052,2,2013.0,0,47532177,-122076156,606800.0,1451.0,,0.6024,0.0128,127276,0.3272,34.5,2015,6,20,530330250062,530330250062019.0
10905,10905,96661276,389800.0,7/3/2015,530000000000.0,SR3,9,4.0,2.5,2511.0,418.0,4651,2,2014.0,0,47337376,-122180994,342300.0,,2001.0,0.9744,0.0509,71840,0.4732,35.6,2015,7,3,530330296022,530330296022014.0
10906,10906,96661640,569000.0,6/9/2015,530000000000.0,MU,9,4.0,2.5,2720.0,440.0,6009,2,2009.0,0,47515030,-121873795,396900.0,820.0,2003.0,0.8697,0.0264,104665,0.5613,34.5,2015,6,9,530330326021,530330326021014.0
10907,10907,96662247,312950.0,9/1/2015,530000000000.0,R8,9,4.0,3.0,1580.0,400.0,3230,2,2011.0,0,47366530,-122019463,307000.0,,1995.0,0.9114,0.0357,104961,0.4283,34.1,2015,9,1,530330320104,530330320104005.0
10908,10908,96662416,504700.0,9/22/2015,530000000000.0,R4,9,3.0,3.0,2160.0,510.0,4938,2,2012.0,0,47493110,-122144728,440000.0,2001.0,2003.0,0.8234,0.0415,113447,0.6117,32.6,2015,9,22,530330251023,530330251023007.0
10909,10909,96662487,651052.0,7/1/2015,530000000000.0,MU,9,3.0,2.75,3220.0,520.0,6849,2,2014.0,0,47519196,-121877632,396900.0,820.0,2003.0,0.8697,0.0264,104665,0.5613,34.5,2015,7,1,530330326021,530330326021020.0
10910,10910,96662607,469003.0,5/22/2015,530000000000.0,SR3,9,5.0,3.5,2934.0,625.0,5064,2,2013.0,0,47343117,-122180531,342300.0,,2001.0,0.9744,0.0509,71840,0.4732,35.6,2015,5,22,530330296022,530330296022015.0
10911,10911,96662682,410784.0,5/1/2015,530000000000.0,SR4.5,9,4.0,2.5,2729.0,525.0,5701,2,2015.0,0,47373078,-122159963,400800.0,,1978.0,0.9023,0.0,134167,0.1635,48.7,2015,5,1,530330317035,530330317035015.0
10912,10912,96662874,1199000.0,4/25/2015,530000000000.0,SF 9600,9,5.0,3.5,4120.0,270.0,9665,2,2014.0,0,47718178,-122372013,649400.0,,1956.0,0.962,0.1024,134018,0.4049,48.5,2015,4,25,530330005001,530330005001013.0
10913,10913,96663465,1400000.0,6/4/2015,530000000000.0,SF 5000,9,3.0,2.5,3180.0,440.0,4652,3,2013.0,0,47628227,-122301412,619900.0,1115.0,1939.0,0.7572,0.0626,130987,0.2895,38.8,2015,6,4,530330064001,530330064001008.0
10914,10914,96663527,458000.0,8/1/2015,530000000000.0,SR3,9,5.0,3.25,2795.0,500.0,4927,2,2014.0,0,47342320,-122181056,342300.0,,2001.0,0.9744,0.0509,71840,0.4732,35.6,2015,8,1,530330296022,530330296022015.0
10915,10915,96663722,565000.0,7/25/2015,530000000000.0,SR4.5,9,3.0,2.5,3144.0,896.0,8576,2,2014.0,0,47358646,-122149551,288300.0,1397.0,1992.0,0.5903,0.076,78750,0.4025,41.5,2015,7,25,530330317034,530330317034016.0
10916,10916,96663885,1349950.0,8/22/2015,530000000000.0,SF 5000,9,4.0,5.0,3650.0,660.0,4354,2,2010.0,0,47648418,-122408309,633100.0,,1949.0,0.9743,0.0571,141181,0.2807,49.0,2015,8,22,530330056001,530330056001022.0
10917,10917,96663992,395000.0,7/25/2015,530000000000.0,R8PSO,9,6.0,3.5,2530.0,440.0,3675,2,2012.0,0,47498110,-122253984,231200.0,,1958.0,0.8777,0.0858,58950,0.4258,37.2,2015,7,25,530330261001,530330261001000.0
10918,10918,96664407,269950.0,6/27/2015,530000000000.0,PUD,9,3.0,2.5,1940.0,440.0,5053,2,2015.0,0,47194672,-121975690,290200.0,735.0,1981.0,0.6496,0.013,77750,0.3153,36.5,2015,6,27,530330315023,530330315023022.0
10919,10919,96664607,715000.0,8/29/2015,530000000000.0,UVEV,9,3.0,3.0,2290.0,80.0,2587,2,2013.0,0,47532083,-122076182,606800.0,1451.0,,0.6024,0.0128,127276,0.3272,34.5,2015,8,29,530330250062,530330250062019.0
10920,10920,96664649,636800.0,8/25/2015,530000000000.0,MU,9,4.0,3.0,3670.0,620.0,9733,2,2011.0,0,47515365,-121874089,396900.0,820.0,2003.0,0.8697,0.0264,104665,0.5613,34.5,2015,8,25,530330326021,530330326021014.0
10921,10921,96664664,469549.0,5/30/2015,530000000000.0,SR3,9,5.0,3.25,3050.0,663.0,4898,2,2014.0,0,47342295,-122181056,342300.0,,2001.0,0.9744,0.0509,71840,0.4732,35.6,2015,5,30,530330296022,530330296022015.0
10922,10922,96664718,397000.0,8/22/2015,530000000000.0,R6,9,4.0,3.0,2250.0,640.0,10628,2,2011.0,0,47355017,-122058198,270100.0,1591.0,1996.0,0.7779,0.042,78910,0.2713,45.1,2015,8,22,530330320062,530330320062003.0
10923,10923,96664740,455000.0,4/3/2015,530000000000.0,SF 5000,9,4.0,2.75,2390.0,420.0,7667,2,2015.0,0,47536990,-122289716,303900.0,815.0,2003.0,0.3519,0.0358,26815,0.6084,34.7,2015,4,3,530330110013,530330110013004.0
10924,10924,96664747,1090000.0,4/24/2015,530000000000.0,R6,9,4.0,3.5,3500.0,660.0,4950,2,2014.0,78,47524299,-122205330,474700.0,1265.0,1964.0,0.6438,0.0882,83844,0.3745,42.4,2015,4,24,530330253012,530330253012017.0
10925,10925,96664996,334950.0,9/30/2015,530000000000.0,R4,9,4.0,2.5,2050.0,420.0,5923,2,2011.0,0,47344738,-122098420,370800.0,,1984.0,0.9539,0.0,111397,0.4607,45.3,2015,9,30,530330320063,530330320063008.0
10926,10926,96665252,545000.0,8/26/2015,530000000000.0,R5,9,4.0,3.5,3743.0,658.0,8922,2,2011.0,0,47333498,-122193133,321200.0,,1982.0,0.9677,0.0653,116111,0.1962,51.7,2015,8,26,530330296021,530330296021019.0
10927,10927,96665280,362800.0,8/4/2015,530000000000.0,RS7.2,9,3.0,3.0,2316.0,420.0,15645,2,2013.0,0,47296483,-122350613,301700.0,1588.0,1993.0,0.7639,0.0,81528,0.5614,37.1,2015,8,4,530330303103,530330303103007.0
