,100 Block Address,Offense ID,Longitude,Latitude,BlockGroup
24368,34XX BLOCK OF SW MORGAN ST,23,-122.37576802043478,47.54467903565217,530330107023004.0
24369,10TH AVE S / S ROSE ST,1,-122.320240887,47.52900738,530330112002045.0
24370,95XX BLOCK OF PALATINE AVE N,53,-122.35672665266036,47.6987484,530330017021008.0
24371,6XX BLOCK OF N 110TH ST,1,-122.35081134,47.70870136,530330014001011.0
24372,13XX BLOCK OF E LYNN ST,6,-122.316101992,47.63955866,530330061002031.0
24373,23XX BLOCK OF 12TH AVE E,24,-122.316979068875,47.64021752,530330061002030.0
24374,LAKE SHORE DR NE / NE 65TH ST,6,-122.253440923,47.67586763,530330040001016.0
24375,9XX BLOCK OF N 61ST ST,4,-122.347632406,47.67315244,530330035002024.0
24376,MADISON ST / WESTERN AVE,2,-122.337348683,47.60423028,530330081001030.0
24377,28XX BLOCK OF W JAMESON ST,13,-122.39411565423076,47.65944205307692,530330058014039.0
24378,22XX BLOCK OF RAINIER AVE S,68,-122.30200412079412,47.583400839411766,530330095002063.0
24379,8XX BLOCK OF 26TH AVE,15,-122.29885022786667,47.60951366,530330088001021.0
24380,23XX BLOCK OF E MADISON ST,50,-122.30183258084,47.61966817,530330077004005.0
24381,52XX BLOCK OF SW ANDOVER ST,5,-122.399798983,47.56854278,530330097024011.0
24382,15TH AVE E / BOYER AVE E,1,-122.312343407,47.64029895,530330061002022.0
24383,39XX BLOCK OF 12TH AVE S,12,-122.31724751391666,47.56813953,530330093003109.0
24384,17XX BLOCK OF S FOREST ST,9,-122.31007444955556,47.57785363555556,530330100022013.0
24385,NE 73RD ST / 6TH AVE NE,5,-122.321782322,47.68159202,530330036002002.0
24386,51XX BLOCK OF SW WAITE ST,12,-122.397930716,47.58125822,530330097025005.0
24387,E HARRISON ST / BROADWAY E,85,-122.320906178,47.62198807,530330075003005.0
24388,41ST AVE SW / SW ROSE ST,1,-122.384694555,47.52921794,530330116002017.0
24389,30XX BLOCK OF NE 145TH ST,2,-122.295840405,47.73378029,530330213002017.0
24390,70XX BLOCK OF WOODLAWN AVE NE,77,-122.32480374854543,47.6791361548052,530330036004004.0
24391,70XX BLOCK OF 15TH AVE NE,30,-122.31199781383332,47.68033027,530330026002015.0
24392,SW YANCY ST / 28TH AVE SW,10,-122.368091492,47.56761452,530330099004088.0
24393,40XX BLOCK OF 21ST AVE W,44,-122.383390895,47.65663262,530330058014005.0
24394,PALATINE AVE N / N 42ND ST,1,-122.35666666,47.65772659,530330048002021.0
24395,E ROANOKE ST / DELMAR DR E,5,-122.319003002,47.6431957,530330061002009.0
24396,7XX BLOCK OF N 60TH ST,3,-122.349897197,47.67244619,530330035002041.0
24397,10 W QUEEN ANNE DY,1,-122.357444389,47.62618511,530330070005000.0
24398,42XX BLOCK OF SW ANDOVER ST,2,-122.386109187,47.56838189,530330098004003.0
24399,22ND AVE / E JEFFERSON ST,1,-122.303785751,47.60616307,530330087001025.0
24400,133XX BLOCK OF 27TH AVE NE,4,-122.29913936875,47.72508385,530330002001017.0
24401,7XX BLOCK OF 17TH AVE,52,-122.31023183584615,47.60861577,530330087001010.0
24402,23XX BLOCK OF 50TH AVE SW,17,-122.39439022335294,47.582280877058814,530330096003009.0
24403,M L KING JR WAY S / BEACON AVE S,1,-122.279983152,47.52069753,530330117004000.0
24404,28XX BLOCK OF SW FINDLAY ST,1,-122.369309121,47.55194351,530330107011004.0
24405,N 128TH ST / MERIDIAN AVE N,3,-122.334179624,47.72201369,530330006001023.0
24406,92XX BLOCK OF 15TH AVE NW,147,-122.3767940030204,47.69698014,530330016003001.0
24407,21XX BLOCK OF NE 75TH ST,9,-122.304664784,47.68304716,530330025001026.0
24408,76XX BLOCK OF 46TH AVE SW,2,-122.391535374,47.5336413,530330116006021.0
24409,22XX BLOCK OF NE BLAKELEY ST,18,-122.302634355,47.6653938,530330043022006.0
24410,21XX BLOCK OF 29TH AVE W,4,-122.394233532,47.63776441,530330056005023.0
24411,1XX BLOCK OF S HORTON ST,213,-122.334285126723,47.57438563971831,530330093003037.0
24412,7TH AVE SW / SW CLOVERDALE ST,1,-122.344199602,47.52645159,530330113001021.0
24413,30TH AVE NW / NW 65TH ST,4,-122.39568376,47.67588424,530330032007015.0
24414,BROADWAY / E UNION ST,180,-122.32076238,47.61296336,530330075004022.0
24415,W EMERSON ST / 15TH AVE W,20,-122.376214873,47.65399335,530330059001011.0
24416,9TH AVE NW / NW 51ST ST,2,-122.368608957,47.6656947,530330047002016.0
24417,39XX BLOCK OF 49TH AVE SW,1,-122.394778269,47.56938542,530330097022004.0
24418,27XX BLOCK OF ALKI AVE SW,173,-122.410674586237,47.57911719028902,530330097013005.0
24419,FREMONT AVE N / N 38TH ST,16,-122.349920052,47.65272954,530330049002010.0
24420,6XX BLOCK OF LAKE WASHINGTON BLVD S,1,-122.290467938,47.59848944,530330089001015.0
24421,ALASKAN WAY VI NB / YESLER WAY,1,-122.33610969,47.60172564,530330081001039.0
24422,13TH AVE S / S DEARBORN ST,22,-122.315922825,47.59581993,530330090002035.0
24423,I5 EXPRESS / PIKE ST,3,-122.330388965,47.61284861,530330082001012.0
24424,S GRAHAM ST / 33RD AVE S,3,-122.290943815,47.54612747,530330104013001.0
24425,W ARMOUR ST / 27TH AVE W,1,-122.391693667,47.64461257,530330058021015.0
24426,32ND AVE NE / NE 145TH ST,10,-122.293808552,47.73376392,530330213002015.0
24427,22XX BLOCK OF NE 62ND ST,1,-122.30356888,47.67376093,530330043013009.0
24428,56XX BLOCK OF PRINCETON AVE NE,3,-122.276511955,47.67031515,530330042001025.0
24429,42XX BLOCK OF S FRONTENAC ST,11,-122.27891847454543,47.53978053,530330111012003.0
24430,131XX BLOCK OF GREENWOOD AVE N,4,-122.3555487605,47.7241418425,530330004013000.0
24431,10XX BLOCK OF NW 73RD ST,2,-122.369914838,47.68143816,530330030001021.0
24432,8XX BLOCK OF NE 81ST ST,18,-122.318914525,47.68748348,530330027001008.0
24433,NE 75TH ST / LATONA AVE NE,3,-122.32559310433332,47.68321924,530330027002031.0
24434,29XX BLOCK OF 27TH AVE S,39,-122.2982635936923,47.57711544820513,530330100011005.0
24435,BALLARD TERMINAL RR / 11TH AVE NW,1,-122.370769443,47.66146942,530330047002074.0
24436,46XX BLOCK OF VILLAGE TER NE,1,-122.298558857,47.66204402,530330043011014.0
24437,NE 45TH ST / 15TH AVE NE,56,-122.311993313,47.66126195,530330053013000.0
24438,29XX BLOCK OF SW KENYON ST,3,-122.37053461366666,47.5318976,530330115001013.0
24439,45XX BLOCK OF SW CONCORD ST,14,-122.39146480435714,47.524181,530330116005013.0
24440,63XX BLOCK OF S PERRY ST,3,-122.255083273,47.51543766,530330118002000.0
24441,49XX BLOCK OF 8TH AVE NW,5,-122.3661883998,47.66470909,530330048004005.0
24442,NE 115TH ST / 5TH AVE NE,2,-122.323381445,47.71223238,530330006006008.0
24443,107XX BLOCK OF 38TH AVE NE,16,-122.288102984,47.70744482,530330008002016.0
24444,SW ROXBURY ST / DELRIDGE WAY SW,8,-122.355164898,47.51736038,530330265002005.0
24445,69XX BLOCK OF 12TH AVE NE,15,-122.31568389986666,47.67910203,530330026003005.0
24446,9XX BLOCK OF SPRUCE ST,26,-122.320347274,47.6035207,530330086003012.0
24447,S BOZEMAN ST / RENTON AVE S,4,-122.27848879,47.53218612,530330111013008.0
24448,17XX BLOCK OF 34TH AVE,16,-122.28919065225,47.61706769,530330078004028.0
24449,47XX BLOCK OF W BERTONA ST,4,-122.417532626,47.6504846975,530330056002005.0
24450,S OREGON ST / 37TH AVE S,20,-122.2860324219,47.56283209,530330101002011.0
24451,10XX BLOCK OF ELLIOTT AVE W,53,-122.36985900498112,47.62778978075472,530330058022019.0
24452,135XX BLOCK OF 41ST AVE NE,14,-122.284556828,47.72886562,530330001001016.0
24453,62XX BLOCK OF WEST GREEN LAKE WAY N,11,-122.346469713,47.67499229,530330046001009.0
24454,58XX BLOCK OF 4TH AVE NW,38,-122.36185112552631,47.67161396894737,530330034003001.0
24455,GALER ST / 2ND AVE N,3,-122.353223542,47.63231282,530330068001032.0
24456,9TH AVE S / S BRADFORD ST,5,-122.321331747,47.56895755,530330093003119.0
24457,22XX BLOCK OF S HANFORD ST,3,-122.303834927,47.57508418,530330100023026.0
24458,27XX BLOCK OF NE 145TH ST,9,-122.29855277288888,47.73380211,530330213002009.0
24459,S CHARLESTOWN ST / S COLUMBIAN WAY,1,-122.313763876,47.56986599,530330100012004.0
24460,S MONROE ST / 8TH AVE S,7,-122.32283568914283,47.5312398,530330112002029.0
24461,7XX BLOCK OF N 35TH ST,144,-122.34863957620831,47.65034031,530330049002017.0
24462,2123 52 AV SW/BONAIR DR SW,1,-122.397081861,47.58490126,530330096003005.0
24463,32XX BLOCK OF E UNION ST,16,-122.2908874235,47.61290676125,530330078003016.0
24464,53XX BLOCK OF SW COLLEGE ST,2,-122.398424687,47.58364776,530330097025001.0
24465,43XX BLOCK OF S CHICAGO ST,6,-122.27810440466666,47.53248914,530330111013008.0
24466,35XX BLOCK OF NE 52ND ST,3,-122.28962169,47.66668646,530330042004024.0
24467,54XX BLOCK OF S ROXBURY ST,16,-122.2649643003125,47.5168214125,530330118003005.0
24468,5XX BLOCK OF 30TH AVE S,33,-122.29387189690908,47.59734361,530330089002001.0
24469,STROUD AVE N / N 82ND ST,3,-122.334336885,47.68868354,530330027003001.0
24470,17TH AVE S / S COLLEGE ST,2,-122.310783508,47.58297226,530330094003022.0
24471,40TH AVE E / E BLAINE ST,1,-122.282009481,47.63457954,530330063003017.0
24472,NW 83RD ST / 14TH AVE NW,2,-122.374098557,47.68873274,530330030002002.0
24473,97XX BLOCK OF 48TH AVE NE,8,-122.276493426,47.70023421,530330009002025.0
24474,50XX BLOCK OF 25TH AVE S,13,-122.300376146,47.55673369,530330104012009.0
24475,70XX BLOCK OF MARY AVE NW,35,-122.3757169264,47.68047949,530330030003017.0
24476,14XX BLOCK OF 6TH AVE,426,-122.33401037915024,47.61064592,530330082001019.0
24477,22XX BLOCK OF 15TH AVE W,316,-122.37615412843988,47.63965592,530330058022012.0
24478,EDGAR MARTINEZ DR S / 4TH AVE NB OFF RP,2,-122.328837895,47.59030252,530330093002072.0
24479,NE 45TH ST / 40TH AVE NE,1,-122.284754111,47.6612655,530330041004008.0
24480,73XX BLOCK OF 32ND AVE S,16,-122.2913701970625,47.5364552825,530330110021020.0
24481,67XX BLOCK OF ROOSEVELT WAY NE,128,-122.317388294,47.67764787,530330026003010.0
24482,60XX BLOCK OF 41ST AVE NE,13,-122.283530797,47.67305765,530330042002006.0
24483,21XX BLOCK OF N 52ND ST,38,-122.33262482794736,47.66648792,530330046003002.0
24484,78XX BLOCK OF 1ST AVE NE,1,-122.328319974,47.6859477,530330027002023.0
24485,16XX BLOCK OF 39TH AVE,22,-122.283227279,47.61603084045455,530330078001052.0
24486,42XX BLOCK OF CHILBERG AVE SW,32,-122.407089695,47.56568454,530330097014021.0
24487,17XX BLOCK OF E OLIVE WAY,154,-122.32289892275973,47.61987357045455,530330074021009.0
24488,25XX BLOCK OF NE 105TH PL,8,-122.299593542,47.70510867,530330010002002.0
24489,N 41ST ST / FREMONT AVE N,12,-122.349948438,47.65666292,530330049002002.0
24490,74XX BLOCK OF ORIN CT N,7,-122.33373597171428,47.68398236142857,530330027003013.0
24491,114XX BLOCK OF 8TH AVE NE,6,-122.320603179,47.71039668,530330012003000.0
24492,S HINDS ST / 18TH AVE S,2,-122.307897452,47.57309062,530330100024014.0
24493,102XX BLOCK OF 65TH AVE S,22,-122.25236886390908,47.50894809,530330119002007.0
24494,SW ADMIRAL WAY / 48TH AVE SW,1,-122.3930174,47.58034446,530330097021003.0
24495,11XX BLOCK OF N 50TH ST,8,-122.34412740875,47.66500322,530330050001006.0
24496,20TH AVE SW / SW CLOVERDALE ST,2,-122.3591144,47.52649047,530330114013017.0
24497,68XX BLOCK OF BEACON AVE S,15,-122.29878349386667,47.54124234333333,530330110022023.0
24498,46XX BLOCK OF S BRIGHTON ST,9,-122.274799527,47.54157533,530330111011004.0
24499,8XX BLOCK OF E EDGAR ST,4,-122.3214689315,47.64448417,530330061002007.0
24500,48XX BLOCK OF PURDUE AVE NE,5,-122.2754761724,47.66983505,530330042001020.0
24501,NW 47TH ST / 9TH AVE NW,1,-122.368600196,47.66293722,530330047002057.0
24502,N 90 ST/3 AV NW,1,-122.36041364,47.69385491,530330017011009.0
24503,11XX BLOCK OF BOREN AVE,11,-122.326117945,47.61040862272727,530330083001004.0
24504,53XX BLOCK OF WALLINGFORD AVE N,21,-122.33638878390477,47.66758181,530330046003004.0
24505,120XX BLOCK OF 69TH AVE S,1,-122.247864308,47.49385733,530330261002001.0
24506,39XX BLOCK OF SW IDA ST,11,-122.383311224,47.53431406,530330116002000.0
24507,S PRENTICE ST / 56TH AVE S,2,-122.263079748,47.5082376,530330119005006.0
24508,57XX BLOCK OF 55TH AVE S,8,-122.264682956,47.550583,530330102002010.0
24509,S DAWSON ST / 29TH AVE S,1,-122.295685983,47.5553973,530330104011004.0
24510,S DAWSON ST / 50TH AVE S,1,-122.270908399,47.55485474,530330102001028.0
24511,1XX BLOCK OF 21ST AVE,140,-122.30504156827855,47.602848497,530330087002010.0
24512,15XX BLOCK OF SW BRANDON ST,4,-122.354259631,47.5536898,530330108001005.0
24513,4TH AVE N / LEE ST,1,-122.349092528,47.631534,530330067003008.0
24514,6XX BLOCK OF NW 122ND ST,1,-122.364312105,47.71783577,530330005002014.0
24515,133XX BLOCK OF BAGLEY AVE N,8,-122.332784937,47.72572134,530330006001008.0
24516,M L KING JR WAY S / S OTHELLO ST,127,-122.28128575325196,47.53704267535433,530330110013000.0
24517,6XX BLOCK OF 9TH AVE N,1,-122.339737471,47.62504002,530330072001000.0
24518,47XX BLOCK OF S BENNETT ST,8,-122.273526868125,47.55444986875,530330102004015.0
24519,I90 WB OFF RP / 4 AV S,1,-122.329052477,47.59428635,530330093002017.0
24520,1XX BLOCK OF S DAKOTA ST,5,-122.3330939326,47.5673124,530330093003210.0
24521,75XX BLOCK OF 56TH AVE NE,3,-122.267998792,47.6822794,530330040001020.0
24522,85XX BLOCK OF MARY AVE NW,141,-122.3754593803546,47.69152390070922,530330016003006.0
24523,86XX BLOCK OF 36TH AVE SW,19,-122.37783312921052,47.52538881,530330115002010.0
24524,117XX BLOCK OF 26TH AVE NE,31,-122.300302556,47.71488156,530330007002005.0
24525,6XX BLOCK OF S MAIN ST,230,-122.3253874204,47.60003051408696,530330092001008.0
24526,44XX BLOCK OF 50TH AVE SW,20,-122.3961988513,47.56389733,530330097023005.0
24527,63XX BLOCK OF 18TH AVE S,1,-122.309867966,47.54632912,530330110021004.0
24528,ELLIOTT AVE / BLANCHARD ST,148,-122.34653326601352,47.61160962,530330080022009.0
24529,S JACKSON ST/SEATTLE AREA,1,-122.317226088,47.59918764,530330091001004.0
24530,S RYAN ST / 56TH AVE S,3,-122.263063651,47.5096839,530330119005003.0
24531,4XX BLOCK OF 8TH AVE S,83,-122.32244652340964,47.59876685,530330091001009.0
24532,61XX BLOCK OF SAND POINT WAY NE,2,-122.26662011,47.67318473,530330042001031.0
24533,34XX BLOCK OF NE 45TH ST,4,-122.2910420635,47.661197075,530330042003039.0
24534,50XX BLOCK OF 26TH AVE S,22,-122.29919857386363,47.55670354,530330104011016.0
24535,6XX BLOCK OF NW 77TH ST,28,-122.364667901,47.68473255,530330029003005.0
24536,65XX BLOCK OF SW STEVENS ST,4,-122.416319978,47.57692083,530330097013024.0
24537,14XX BLOCK OF MARTIN LUTHER KING JR WAY,12,-122.296190644,47.6135298,530330077001032.0
24538,7XX BLOCK OF NW 95TH ST,6,-122.365368534,47.69786322,530330017023000.0
24539,SAND POINT WAY NE / NE 75TH ST,39,-122.263691352,47.6829262,530330040001008.0
24540,S GRAND ST / 20TH AVE S,2,-122.306961399,47.5869157,530330094002049.0
24541,13TH AVE W / W EMERSON ST,8,-122.373600761,47.65399826,530330059001023.0
24542,THORNDYKE AVE W / W HAYES ST,1,-122.391538486,47.63424405,530330056005041.0
24543,115XX BLOCK OF PALATINE AVE N,33,-122.3568536780909,47.71325667,530330004023013.0
24544,85XX BLOCK OF 30TH AVE NE,2,-122.296044609,47.69058861,530330021001024.0
24545,DENSMORE AVE N / N 49TH ST,1,-122.337672218,47.66429297,530330050001000.0
24546,94XX BLOCK OF 45TH AVE NE,2,-122.280012465,47.69673568,530330022003008.0
24547,20XX BLOCK OF NW 85TH ST,4,-122.3827329945,47.6905907,530330016003009.0
24548,6XX BLOCK OF BOYLSTON AVE E,37,-122.32303303786486,47.62469517,530330074012001.0
24549,25XX BLOCK OF NE 133RD ST,13,-122.30120285,47.72474425,530330002006027.0
24550,NE 62ND ST / 38TH AVE NE,1,-122.286917237,47.67397385,530330042004000.0
24551,106XX BLOCK OF AURORA AVE N,1,-122.344706415,47.70579857,530330013002001.0
24552,15XX BLOCK STURGUS AVE S,1,-122.311622263,47.5892142,530330094005009.0
24553,50XX BLOCK OF 52ND AVE S,4,-122.268166243,47.55675871,530330102001022.0
24554,63XX BLOCK OF GREENWOOD AVE N,11,-122.35533599436364,47.67488443,530330035002016.0
24555,1ST AVE / MARION ST VI,23,-122.335586466,47.60398224,530330081001028.0
24556,33RD AVE NE / NE 125TH ST,19,-122.292729761,47.71926467,530330001003003.0
24557,103XX BLOCK OF 61ST AVE S,21,-122.25785700723809,47.50811645047619,530330119003001.0
24558,7XX BLOCK OF RAINIER AVE S,83,-122.31182539661444,47.59626282,530330090002038.0
24559,21XX BLOCK OF NW 96TH ST,6,-122.384167303,47.6989808,530330016002002.0
24560,34XX BLOCK OF E PINE ST,1,-122.288694671,47.61520591,530330078003006.0
24561,21XX BLOCK OF N 40TH ST,18,-122.333225573,47.6555986,530330051002023.0
24562,NE 45TH ST / 47TH AVE NE,2,-122.27939517,47.66309628,530330041004010.0
24563,1XX BLOCK OF JAMES ST,154,-122.33321127665585,47.60201606,530330081001035.0
24564,105XX BLOCK OF RAVENNA AVE NE,8,-122.296831037625,47.70543647,530330010002001.0
24565,W MCGRAW ST / MORLEY PL W,1,-122.404349985,47.63954501,530330056004016.0
24566,25XX BLOCK OF 24TH AVE W,20,-122.3876217593,47.642524229,530330058021020.0
24567,45XX BLOCK OF NE 106TH ST,5,-122.279069549,47.70496246,530330022001000.0
24568,97XX BLOCK OF 62ND AVE S,19,-122.255848547,47.51407159,530330118002020.0
24569,32XX BLOCK OF FAIRVIEW AVE E,62,-122.32336946516128,47.65057199,530330061003005.0
24570,24XX BLOCK OF S SPOKANE ST,1,-122.300869801,47.57212337,530330100011019.0
24571,50XX BLOCK OF S BARTON PL,32,-122.27073168696876,47.52033738,530330118004007.0
24572,UTAH AVE S / S MASSACHUSETTS ST,60,-122.3351202,47.5882287,530330093002047.0
24573,81XX BLOCK OF 13TH AVE SW,51,-122.35171046584313,47.52922268372549,530330113005015.0
24574,33XX BLOCK OF 21ST AVE W,1,-122.383361502,47.64939241,530330058011007.0
24575,21XX BLOCK OF 23RD AVE W,14,-122.386171322,47.63807334,530330058023004.0
24576,29TH AVE S / S JACKSON ST,16,-122.295019816,47.59920305,530330089003015.0
24577,19XX BLOCK OF N 140TH ST,8,-122.335345470625,47.73050986625,530330003001013.0
24578,94XX BLOCK OF 8TH AVE SW,56,-122.345428232,47.51821962,530330113002003.0
24579,13XX BLOCK OF YAKIMA AVE S,26,-122.29442945407692,47.59159954423077,530330095002000.0
24580,89XX BLOCK OF RAVENNA AVE NE,43,-122.3030309446279,47.69350648837209,530330021003002.0
24581,86XX BLOCK OF ROOSEVELT WAY NE,62,-122.3176103357258,47.69158811919355,530330020001020.0
24582,1ST AVE NW / NW 127TH ST,4,-122.358249072,47.72143329,530330004021010.0
24583,24XX BLOCK OF 15TH AVE W,31,-122.37616275151612,47.641379226451605,530330058022013.0
24584,53XX BLOCK OF 17TH AVE S,26,-122.311078515,47.5540902,530330104024024.0
24585,105XX BLOCK OF 39TH AVE SW,11,-122.381500192,47.50866566,530330120002018.0
24586,BROADWAY E / E MERCER ST,2,-122.320942393,47.62426903,530330065003008.0
24587,38XX BLOCK OF 30TH AVE W,26,-122.395635537,47.65504207,530330058013006.0
24588,49XX BLOCK OF LEARY AVE NW,91,-122.37946552115385,47.66441113076923,530330047004033.0
24589,59XX BLOCK OF SEAVIEW AVE NW,20,-122.4049483503,47.671063015,530330032004012.0
24590,57XX BLOCK OF SW WINTHROP ST,15,-122.40622429,47.57636143,530330097011015.0
24591,FAUNTLEROY WAY SW / SW BRANDON ST,9,-122.38158902,47.55382075,530330105002008.0
24592,26XX BLOCK OF E THOMAS ST,13,-122.297914837,47.62135411,530330077002017.0
24593,17XX BLOCK OF NE 130TH PL,9,-122.30997894822222,47.72420913111111,530330002004013.0
24594,11TH AVE E / E DENNY WAY,1,-122.31821537,47.61875901,530330075005006.0
24595,37XX BLOCK OF NE 43RD ST,3,-122.287716706,47.65983108,530330041005018.0
24596,SW ROXBURY ST / 10TH AVE SW,2,-122.347969753,47.51731869,530330113002017.0
24597,14XX BLOCK OF WILLARD AVE W,16,-122.365720301,47.63183337,530330069002028.0
24598,39XX BLOCK OF CORLISS AVE N,19,-122.33144574315789,47.6549379,530330051003002.0
24599,S BAYVIEW ST / 29TH AVE S,1,-122.295138711,47.58100255,530330095002072.0
24600,90XX BLOCK OF AURORA AVE N,54,-122.34456927111113,47.69454796,530330018003011.0
24601,27XX BLOCK OF QUEEN ANNE AVE N,22,-122.35688524,47.6445406,530330060003014.0
24602,137XX BLOCK OF GREENWOOD AVE N,20,-122.355560176,47.72919323,530330004011005.0
24603,N 52ND ST / WALLINGFORD AVE N,4,-122.336397312,47.66649602,530330046003005.0
24604,50XX BLOCK OF 45TH AVE S,7,-122.276517309,47.55613176,530330103001014.0
24605,14XX BLOCK OF N 47TH ST,14,-122.33989579428572,47.66286607,530330050001021.0
24606,14XX BLOCK OF SPRING ST,106,-122.32190653862264,47.6116765209434,530330084002008.0
24607,9XX BLOCK OF E HOWELL ST,2,-122.320444524,47.61757426,530330075005008.0
24608,100XX BLOCK OF 65TH AVE S,28,-122.252352762,47.51068109,530330119001010.0
24609,38XX BLOCK OF DENSMORE AVE N,21,-122.3374782434762,47.653737210952386,530330054001008.0
24610,19XX BLOCK OF 28TH AVE S,11,-122.296407414,47.58497811,530330095002044.0
24611,56XX BLOCK OF S HAZEL ST,6,-122.26241738483333,47.50488872333333,530330119003008.0
24612,85XX BLOCK OF 13TH AVE NW,20,-122.3727532752,47.69243963,530330017022004.0
24613,143XX BLOCK OF BAGLEY AVE N,23,-122.333020644,47.73320761,530330003001008.0
24614,5XX BLOCK OF NE 103RD ST,109,-122.3217975617798,47.70313122,530330012002002.0
24615,E PINE ST / SUMMIT AVE,88,-122.325528837,47.61521875,530330084001003.0
24616,52XX BLOCK OF 1ST AVE NE,3,-122.328523805,47.66692073,530330045002028.0
24617,105XX BLOCK OF 55TH AVE S,22,-122.26478845586364,47.50657388,530330119005005.0
24618,6XX BLOCK OF LAKE WASHINGTON BLVD E,34,-122.29201982582352,47.62529262588235,530330063004021.0
24619,4TH AVE NE / NE 75TH ST,3,-122.323866869,47.6831876,530330027002031.0
24620,46XX BLOCK OF NE 50TH ST,1,-122.277860402,47.66489628,530330041004003.0
24621,1ST AVE NE / N 117TH ST,4,-122.32876021,47.71407537,530330006005012.0
24622,S HINDS ST / 15TH AVE S,5,-122.313396249,47.57309372,530330100021016.0
24623,5XX BLOCK OF MARTIN LUTHER KING JR WAY S,38,-122.297468475,47.59739387,530330089002004.0
24624,5XX BLOCK OF 6TH AVE W,34,-122.36451299317648,47.62409189,530330071001003.0
24625,137XX BLOCK OF 42ND PL NE,2,-122.28261959,47.72853662,530330001001017.0
24626,5XX BLOCK OF 19TH AVE E,88,-122.307295209,47.62381613,530330076001012.0
24627,S COLLEGE ST / 28TH AVE S,2,-122.296428813,47.58292217,530330095002070.0
24628,18TH AVE / E SPRING ST,8,-122.308866313,47.61153624,530330079002007.0
24629,5XX BLOCK E HOWELL ST,1,-122.324896306,47.61774368,530330074022002.0
24630,17XX BLOCK OF NE NORTHGATE WAY,18,-122.30903510683332,47.70849644,530330011001009.0
24631,S WILLOW ST / 45TH AVE S,4,-122.276451946,47.54067788,530330111012000.0
24632,S CHARLES ST / 29TH AVE S,2,-122.295429097,47.59447728,530330089002013.0
24633,59XX BLOCK OF 20TH AVE S,19,-122.30733646,47.5495186,530330104021023.0
24634,12XX BLOCK OF 25TH AVE,1,-122.300118735,47.61225499,530330088001006.0
24635,E BOSTON ST / 11TH AVE E,2,-122.31796185,47.63839642,530330065001002.0
24636,14TH AVE W / W WHEELER ST,1,-122.375011063,47.64068094,530330059004039.0
24637,14XX BLOCK OF N 52ND ST,20,-122.3392834591,47.66641795,530330046001010.0
24638,9XX BLOCK OF W NEWELL ST,8,-122.369530303,47.64430841,530330059004005.0
24639,THORNDYKE AVE W / THORNDYKE PL W,1,-122.387253009,47.63935081,530330058023020.0
24640,21XX BLOCK OF N 86TH ST,11,-122.33241035781818,47.69113256,530330019003010.0
24641,11TH AVE SW / SW TRENTON ST,2,-122.349284253,47.52466269,530330113004008.0
24642,29TH AVE S / S DAKOTA ST,4,-122.297848433,47.56608186,530330100013000.0
24643,GREENWOOD AVE N / N 79TH ST,1,-122.355299157,47.68621511,530330028001003.0
24644,83XX BLOCK OF SEWARD PARK AVE S,21,-122.26632440619048,47.528888736666666,530330118001005.0
24645,15TH AVE W / W BOSTON ST,9,-122.376148597,47.63863285,530330058022012.0
24646,46XX BLOCK OF 51ST AVE S,15,-122.26945087,47.56118113,530330101002025.0
24647,W GOVERNMENT WAY / 34TH AVE W,2,-122.400888627,47.65930718,530330057006003.0
24648,108XX BLOCK OF 31ST AVE SW,22,-122.37219175963637,47.50546732272727,530330121002008.0
24649,SW THISTLE ST / 27TH AVE SW,10,-122.367203723,47.52828109,530330114011006.0
24650,NW MARKET ST / 34TH AVE NW,1,-122.401141919,47.66860954,530330032004016.0
24651,E PIKE ST / CRAWFORD PL,34,-122.32618769805882,47.61408495,530330084003008.0
24652,HARRISON ST / 6TH AVE N,43,-122.345031226,47.62206474,530330072001020.0
24653,IRONDALE AVE W / W CREMONA ST,1,-122.365545249,47.64985517,530330059003003.0
24654,34XX BLOCK OF NW 57TH ST,15,-122.4027000772,47.670428218,530330032004004.0
24655,2XX BLOCK OF N 115TH ST,2,-122.356178205,47.71234681,530330004023013.0
24656,S JACKSON ST / 20TH AVE S,5,-122.306356955,47.59925471,530330090001012.0
24657,26XX BLOCK OF 52ND AVE SW,3,-122.39904357,47.58006807,530330097025005.0
24658,45XX BLOCK OF S KENNY ST,14,-122.276199245,47.54894708,530330103002011.0
24659,25XX BLOCK OF NE 108TH PL,8,-122.299864565,47.70735654,530330010001008.0
24660,WOODLAWN AVE N / N 45TH ST,5,-122.339156602,47.66138585,530330050001044.0
24661,E COLUMBIA ST / 32ND AVE,1,-122.29150543,47.60927271,530330078002020.0
24662,19XX BLOCK OF NE 50TH ST,9,-122.30684882488887,47.664857332222226,530330044003011.0
24663,40XX BLOCK 8TH AVE NE,1,-122.319793653,47.65668791,530330052002002.0
24664,18XX BLOCK OF E UNION ST,18,-122.30818284655555,47.61290001,530330079002008.0
24665,N 140TH ST / BAGLEY AVE N,2,-122.332773901,47.73048147,530330003001016.0
24666,8XX BLOCK OF E THOMAS ST,81,-122.32155826974073,47.6210711,530330074012007.0
24667,44XX BLOCK OF 12TH AVE NE,4,-122.315461659,47.66055372,530330053013002.0
24668,38XX BLOCK OF SW GRAHAM ST,2,-122.381161431,47.546594,530330106001011.0
24669,43RD AVE E / E LYNN ST,8,-122.277087861,47.63910349,530330063001008.0
